I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,Label
0.0,16,0.0,4.0,6114.0,0.0,0.0,15.0,37.0,0.0,0.0,0.0,4.0,5,271,1158,1559,9,5,449,23,1,349,820,1431,585,2,741,409,5,124,0,0,1955,0,8,916,0,0,0
0.0,-1,6.0,8.0,6166.0,28.0,4.0,8.0,36.0,0.0,2.0,0.0,8.0,75,12,618,1123,3,5,1368,2,1,581,167,1072,707,2,285,1436,8,268,37,3,752,0,1,28,29,642,0
0.0,1,8.0,0.0,1499.0,203.0,2.0,44.0,207.0,0.0,2.0,0.0,36.0,0,271,1158,1559,3,4,624,2,1,245,967,1431,654,2,247,409,0,357,0,0,1955,3,2,916,0,0,0
0.0,0,22.0,0.0,2773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,0,0,3,4,886,8,1,349,418,0,318,2,241,0,5,472,0,0,0,0,0,0,0,0,0
1.0,21,0.0,0.0,168.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,105,769,1197,3,0,964,2,1,146,981,896,149,2,586,1634,7,386,0,0,1962,0,0,513,0,0,0
0.0,7,2.0,2.0,5852.0,0.0,0.0,11.0,31.0,0.0,0.0,0.0,6.0,45,66,665,1059,3,4,826,2,1,349,196,1683,446,13,430,354,5,520,0,0,391,0,0,745,0,0,0
0.0,0,5.0,1.0,6384.0,62.0,14.0,2.0,106.0,0.0,2.0,0.0,1.0,37,111,1471,846,27,4,1494,2,1,936,479,722,656,3,1045,2051,8,578,63,3,917,0,2,976,20,799,0
0.0,118,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,22,271,1158,1559,15,4,64,23,0,349,613,1431,346,13,836,409,2,124,0,0,1955,0,8,916,0,0,0
0.0,1,0.0,0.0,4451.0,101.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,69,271,1680,1559,3,4,1075,2,1,14,851,2023,98,13,836,136,7,124,0,0,1049,0,8,916,0,0,0
0.0,1,7.0,2.0,46308.0,118.0,0.0,2.0,63.0,0.0,0.0,0.0,2.0,0,47,2198,160,15,1,267,23,0,349,735,1226,670,2,71,1897,7,397,314,2,1374,0,10,975,29,329,0
0.0,7,9.0,7.0,4399.0,9.0,2.0,7.0,9.0,0.0,1.0,0.0,7.0,0,157,1534,170,12,3,37,23,1,1045,1249,2067,1159,2,10,2024,0,103,37,3,883,0,0,126,29,425,0
0.0,71,15.0,6.0,1519.0,31.0,3.0,6.0,53.0,0.0,1.0,0.0,6.0,0,157,1369,1470,3,6,993,2,1,71,461,1044,443,2,144,1639,8,54,37,3,713,0,3,126,29,152,0
0.0,26,48.0,34.0,1463.0,94.0,10.0,40.0,397.0,0.0,4.0,0.0,34.0,45,12,2050,1336,3,4,304,23,1,1382,852,1828,26,2,285,200,4,268,164,2,1937,5,1,585,29,186,0
3.0,591,1.0,1.0,7.0,0.0,4.0,9.0,44.0,1.0,2.0,0.0,0.0,45,112,2062,1583,9,6,1118,23,1,283,524,1126,450,2,786,732,4,341,37,1,1210,0,0,953,10,653,0
0.0,1,2.0,4.0,20396.0,104.0,4.0,5.0,104.0,0.0,1.0,0.0,5.0,45,1,1988,1457,9,4,517,2,1,1058,11,2013,574,3,1252,1136,8,73,0,0,2,0,0,311,0,0,0
0.0,1497,11.0,4.0,2586.0,5.0,16.0,5.0,117.0,0.0,5.0,1.0,4.0,0,111,2333,980,15,4,999,2,1,109,1174,483,110,2,78,1596,4,578,228,2,867,0,0,767,20,438,0
0.0,4,16.0,3.0,37874.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,14.0,0,10,1395,1813,3,4,1011,54,1,1525,1016,1570,175,2,334,1582,0,314,0,0,38,3,10,986,0,0,0
0.0,485,1.0,1.0,31079.0,11.0,65.0,2.0,11.0,0.0,3.0,0.0,1.0,37,12,847,632,15,0,1399,2,1,1438,271,364,480,13,421,223,8,268,239,3,1384,0,0,332,29,275,0
0.0,-1,22.0,0.0,387.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,56,47,426,1716,3,0,379,23,1,415,1186,901,843,13,799,1351,0,397,53,3,20,0,1,341,26,96,0
0.0,22,0.0,0.0,9336.0,226.0,1.0,14.0,190.0,0.0,1.0,0.0,13.0,0,66,860,795,9,4,1704,8,1,349,754,2306,691,2,297,2081,8,605,0,0,2147,0,8,939,0,0,0
0.0,87,8.0,0.0,9043.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,45,12,2067,1437,3,0,37,23,1,1045,1249,2160,1159,13,421,576,1,268,37,3,1203,0,0,399,29,361,0
0.0,0,5.0,0.0,388205.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0,4,1841,1810,12,5,1439,16,0,349,52,1485,804,13,187,1628,5,439,37,1,331,0,8,664,29,880,0
0.0,1,5.0,2.0,10078.0,5.0,6.0,4.0,9.0,0.0,3.0,0.0,2.0,45,35,1669,1561,3,5,900,2,1,619,743,348,536,3,1206,221,8,706,109,2,927,3,2,332,26,382,0
0.0,292,112.0,7.0,45004.0,1065.0,0.0,7.0,325.0,0.0,0.0,0.0,8.0,62,163,1019,1265,3,4,363,2,0,349,860,443,159,2,236,1338,8,561,292,2,1564,0,0,1040,29,109,0
0.0,1,4.0,5.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,8.0,0,173,644,1089,3,5,1329,36,0,349,847,1702,15,2,292,1584,2,76,0,0,585,3,8,23,0,0,0
0.0,2,1.0,1.0,4642.0,355.0,6.0,24.0,140.0,0.0,1.0,0.0,1.0,62,256,972,17,15,6,15,2,1,212,244,624,1086,2,56,851,8,421,0,0,280,0,0,721,0,0,0
0.0,0,1.0,0.0,2459.0,0.0,12.0,0.0,6.0,0.0,2.0,0.0,0.0,45,35,1802,529,12,5,1233,23,1,297,84,1784,1011,13,1067,1224,8,706,252,2,333,3,7,35,26,948,0
0.0,110,20.0,0.0,2923.0,47.0,38.0,18.0,83.0,0.0,6.0,5.0,18.0,0,37,1016,1778,3,6,507,2,1,349,191,385,324,13,315,984,6,166,37,3,1536,0,0,165,1,100,0
0.0,1,3.0,8.0,42544.0,0.0,0.0,23.0,28.0,0.0,0.0,0.0,8.0,62,271,1680,1559,15,5,790,2,1,349,1073,2023,967,13,828,136,5,357,0,0,1049,0,8,916,0,0,0
0.0,1,2.0,0.0,1690.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0,66,1257,316,6,4,574,2,1,349,186,2024,5,2,652,681,5,364,0,0,1334,5,8,1128,0,0,0
0.0,5,1.0,0.0,393442.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0,156,1988,1457,12,4,47,2,0,1463,1379,2013,127,3,482,1136,0,0,0,0,2,0,1,311,0,0,0
0.0,180,10.0,10.0,4570.0,189.0,36.0,10.0,347.0,0.0,3.0,0.0,10.0,0,84,1821,314,12,4,1597,23,1,1075,600,914,24,13,1134,1497,8,122,0,0,1037,5,10,939,0,0,0
0.0,105,1.0,2.0,4462.0,42.0,4.0,10.0,21.0,0.0,1.0,0.0,2.0,45,66,0,0,3,4,467,2,1,1085,1168,0,600,2,119,0,8,113,0,0,0,0,0,0,0,0,0
0.0,1,7.0,7.0,30278.0,671.0,0.0,18.0,114.0,0.0,0.0,0.0,7.0,0,94,1988,1457,3,4,1911,2,1,660,768,2013,643,2,457,1136,7,590,0,0,2,0,5,311,0,0,0
0.0,0,0.0,2.0,14827.0,451.0,3.0,44.0,162.0,0.0,1.0,0.0,3.0,0,13,1158,1559,36,6,1390,2,1,1294,281,1431,92,13,638,409,8,722,0,0,1955,0,7,916,0,0,0
0.0,1,2.0,1.0,36318.0,193.0,0.0,2.0,33.0,0.0,0.0,0.0,1.0,0,56,2030,1108,3,4,1785,16,1,507,399,1303,1171,2,905,171,3,195,0,0,1177,0,0,1218,0,0,0
0.0,0,1.0,25.0,2983.0,170.0,6.0,28.0,156.0,0.0,3.0,0.0,25.0,0,13,1680,1559,12,4,825,23,1,349,234,2023,22,2,464,136,8,722,0,0,1049,0,8,916,0,0,0
0.0,10,73.0,3.0,3288.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,3.0,68,47,54,28,8,5,1655,2,1,349,475,2169,550,13,799,577,5,397,37,3,2093,0,0,332,29,275,0
24.0,3245,5.0,4.0,47.0,0.0,24.0,5.0,5.0,1.0,1.0,0.0,0.0,0,232,1286,970,3,5,126,8,1,349,293,1480,181,13,616,1946,8,333,5,3,328,0,1,29,27,432,0
0.0,28,6.0,0.0,1854.0,37.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0,52,1,1206,3,1,272,2,1,312,379,966,474,13,284,1152,7,691,0,0,945,0,0,773,0,0,0
4.0,4,0.0,9.0,0.0,0.0,12.0,34.0,347.0,2.0,6.0,0.0,0.0,82,28,2099,399,3,4,1670,2,1,412,689,51,327,13,1177,211,8,602,0,0,631,0,1,433,0,0,0
0.0,6,7.0,1.0,233781.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,45,278,966,1062,3,5,323,4,0,1509,825,1084,514,2,1139,1984,8,202,0,0,1797,0,1,96,0,0,0
8.0,174,0.0,5.0,10.0,1.0,32.0,19.0,116.0,2.0,5.0,0.0,1.0,0,277,597,147,3,4,816,2,1,203,648,1188,542,2,749,326,8,150,22,2,385,5,2,363,2,776,0
0.0,18,0.0,9.0,14598.0,132.0,5.0,14.0,101.0,0.0,1.0,0.0,14.0,0,298,2104,693,3,5,1816,2,1,349,862,1513,850,13,466,164,4,493,0,0,447,5,8,902,0,0,0
0.0,0,1.0,26.0,1612.0,139.0,4.0,28.0,78.0,0.0,1.0,0.0,27.0,62,74,39,1457,3,4,730,2,1,1510,475,1275,550,13,935,455,8,352,0,0,2025,0,0,311,0,0,0
0.0,0,216.0,29.0,2914.0,149.0,3.0,34.0,54.0,0.0,1.0,0.0,29.0,45,111,87,1460,15,4,782,8,1,767,116,88,316,13,508,134,0,578,324,2,1247,0,7,305,20,93,0
14.0,32,248.0,26.0,0.0,0.0,14.0,24.0,26.0,1.0,1.0,0.0,0.0,0,198,843,1246,3,0,1223,23,1,349,102,352,852,13,34,748,8,317,37,1,1546,0,10,680,30,900,0
3.0,53,5.0,1.0,635.0,72.0,3.0,26.0,25.0,1.0,1.0,0.0,1.0,22,47,68,1826,3,4,24,23,1,538,1211,800,668,2,71,1162,0,397,202,3,1575,0,0,833,30,502,0
0.0,5,1.0,3.0,563991.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,3.0,0,206,611,1039,9,0,1185,23,0,260,1166,2166,371,13,752,1079,0,467,37,1,1642,0,7,134,4,578,0
0.0,3,0.0,0.0,2193.0,94.0,5.0,20.0,81.0,0.0,3.0,0.0,6.0,37,116,1988,1457,3,5,214,1,1,349,570,2013,119,3,917,1136,4,299,0,0,2,0,1,311,0,0,0
0.0,1488,6.0,4.0,246993.0,0.0,0.0,11.0,121.0,0.0,0.0,0.0,6.0,45,66,1276,838,3,3,113,16,0,349,663,2033,712,13,950,1621,5,130,0,0,645,0,0,934,0,0,0
0.0,1,51.0,3.0,10139.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,0,157,920,1009,15,4,304,1,1,1382,852,213,26,9,697,1837,8,2,37,1,390,3,3,126,29,584,0
0.0,0,3.0,1.0,167130.0,0.0,0.0,4.0,96.0,0.0,0.0,0.0,1.0,0,128,1680,1559,3,4,1186,1,0,349,1260,2023,21,13,585,136,5,571,37,1,1049,3,10,916,1,172,0
0.0,8,5.0,6.0,10720.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,45,111,1954,503,3,4,446,2,1,876,116,549,316,2,78,774,4,578,226,2,1786,0,0,6,20,38,0
5.0,0,2.0,7.0,181.0,7.0,96.0,9.0,696.0,1.0,21.0,1.0,7.0,45,271,1680,1559,3,4,1318,2,1,768,270,2023,820,13,836,136,3,124,0,0,1049,0,0,916,0,0,0
0.0,44,5.0,18.0,0.0,0.0,0.0,44.0,40.0,0.0,0.0,0.0,33.0,56,10,1395,1813,3,4,1329,2,0,349,847,1570,15,2,667,1582,2,554,0,0,38,0,8,986,0,0,0
9.0,0,5.0,68.0,1412.0,133.0,11.0,13.0,253.0,0.0,2.0,0.0,109.0,0,37,2232,1191,3,4,94,2,1,1166,397,2116,640,2,52,1265,8,752,37,2,1440,0,2,377,1,973,0
3.0,21,0.0,10.0,0.0,3.0,13.0,14.0,111.0,1.0,2.0,14.0,3.0,62,132,1988,1457,3,4,1509,1,1,349,508,2013,801,2,166,1136,6,653,0,0,2,0,2,311,0,0,0
11.0,2,38.0,0.0,1.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,37,182,135,964,3,4,1053,23,1,704,1055,196,627,3,888,1891,0,101,117,2,373,0,7,665,1,847,0
8.0,10,9.0,9.0,640.0,30.0,9.0,33.0,35.0,1.0,2.0,0.0,9.0,0,66,1276,838,3,4,1198,2,1,176,713,2033,742,13,128,1621,8,102,0,0,645,0,2,934,0,0,0
0.0,49,0.0,0.0,11495.0,268.0,15.0,0.0,1342.0,0.0,5.0,0.0,0.0,0,127,1988,1457,3,4,1621,2,1,1562,886,2013,796,13,1214,1136,8,146,0,0,2,0,7,311,0,0,0
9.0,2,0.0,24.0,1239.0,55.0,10.0,4.0,57.0,0.0,1.0,0.0,25.0,37,210,849,842,3,4,1053,52,1,1402,1055,400,627,13,534,480,8,654,37,1,793,5,0,97,29,102,0
3.0,1,0.0,60.0,15.0,9.0,3.0,5.0,109.0,1.0,1.0,0.0,9.0,26,12,202,908,3,5,1546,8,1,349,1220,2037,749,15,137,1055,8,268,221,1,683,0,0,126,29,370,0
1.0,85,3.0,1.0,1326.0,18.0,33.0,9.0,15.0,0.0,1.0,1.0,1.0,37,66,2121,782,3,5,559,8,1,239,687,1866,129,15,410,763,4,383,0,0,144,0,1,515,0,0,0
2.0,1,7.0,31.0,47.0,21.0,47.0,17.0,1495.0,2.0,12.0,0.0,21.0,45,163,452,1856,3,4,1390,2,1,594,281,2222,92,13,821,830,8,561,166,2,1792,0,7,793,2,423,0
0.0,1,5.0,9.0,33420.0,202.0,4.0,5.0,45.0,0.0,0.0,0.0,9.0,0,183,2345,936,3,4,186,23,1,1453,1195,1668,326,13,377,624,8,86,37,1,1031,0,8,1061,4,5,0
0.0,27,10.0,19.0,10296.0,73.0,3.0,24.0,110.0,0.0,2.0,0.0,19.0,0,254,1988,1457,3,6,85,2,1,1562,1351,2013,699,3,640,1136,8,739,0,0,2,5,0,311,0,0,0
1.0,0,54.0,5.0,2.0,14.0,1.0,5.0,5.0,1.0,1.0,0.0,5.0,38,275,1897,1549,3,4,1836,23,1,1496,154,627,614,13,738,506,7,757,37,1,1893,0,0,571,30,63,0
5.0,0,2.0,8.0,213.0,16.0,197.0,40.0,1000.0,1.0,30.0,0.0,8.0,0,250,236,880,3,4,127,2,1,349,119,2130,360,2,702,1359,3,259,0,0,1407,3,2,480,0,0,0
0.0,1,25.0,15.0,5184.0,35.0,2.0,12.0,35.0,0.0,1.0,0.0,15.0,45,111,134,608,3,3,1652,2,1,861,296,568,963,3,1045,1864,0,578,254,2,1830,0,0,1029,20,721,0
0.0,1,580.0,0.0,1.0,389.0,45.0,0.0,469.0,0.0,2.0,0.0,0.0,0,122,1546,811,15,5,1162,2,1,593,468,1800,393,3,681,1390,4,666,37,3,772,0,2,473,29,786,0
1.0,0,5.0,4.0,681.0,30.0,6.0,33.0,55.0,1.0,2.0,0.0,4.0,0,4,824,1012,3,0,349,2,1,1076,1015,1460,947,3,407,888,8,439,37,1,1194,0,1,887,30,242,0
0.0,0,3.0,1.0,4435.0,1.0,6.0,2.0,2.0,0.0,3.0,0.0,1.0,45,12,2316,1792,3,0,1041,23,1,968,518,2128,957,2,285,1526,6,268,341,2,365,0,0,332,29,275,0
0.0,1,2.0,1.0,13544.0,81.0,3.0,10.0,43.0,0.0,1.0,0.0,1.0,38,206,611,1039,12,4,530,2,1,349,894,2166,468,13,752,1079,3,467,37,1,1642,0,0,134,26,578,0
0.0,-1,0.0,0.0,188097.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,38,37,889,1090,3,5,568,2,0,225,750,1061,15,13,996,733,8,752,37,3,596,0,0,457,1,815,0
0.0,-1,0.0,0.0,3324.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,47,2409,1373,3,0,128,2,1,131,558,804,191,2,71,561,8,397,246,3,877,0,0,1170,30,418,0
0.0,0,2.0,26.0,2983.0,171.0,6.0,30.0,157.0,0.0,3.0,0.0,26.0,0,13,1680,1559,15,4,825,2,1,349,234,2023,22,2,464,136,8,722,0,0,1049,0,8,916,0,0,0
0.0,-1,0.0,0.0,3231.0,0.0,0.0,39.0,56.0,0.0,0.0,0.0,0.0,84,66,375,1279,15,4,1579,2,1,349,825,650,514,13,316,68,5,188,0,0,1874,0,0,247,0,0,0
0.0,1,1.0,11.0,17491.0,236.0,1.0,28.0,189.0,0.0,1.0,0.0,11.0,0,13,1654,1559,3,4,907,2,1,349,1030,1468,943,13,638,1167,7,722,0,0,1845,0,8,916,0,0,0
0.0,2325,0.0,7.0,24400.0,40.0,4.0,10.0,40.0,0.0,1.0,0.0,7.0,45,8,2246,1226,15,0,1431,12,1,26,105,1481,748,13,402,791,8,21,37,1,1963,0,0,1123,31,132,0
0.0,0,5.0,2.0,50385.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,37,66,515,957,3,0,569,2,0,1202,806,1986,964,15,1226,1737,0,745,0,0,674,0,0,121,0,0,0
0.0,0,0.0,0.0,10640.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0,118,0,0,3,4,947,2,1,1562,1183,0,740,13,493,0,1,482,0,0,0,0,1,0,0,0,0
3.0,0,0.0,0.0,960.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,38,12,475,633,8,0,289,2,1,349,705,57,878,13,421,1778,8,268,37,3,1670,0,0,1143,29,319,0
0.0,15,2.0,2.0,12215.0,701.0,4.0,7.0,99.0,0.0,2.0,0.0,2.0,0,136,2148,1117,15,4,1494,2,1,779,479,2100,656,13,978,1848,8,111,0,0,531,0,0,887,0,0,0
0.0,-1,61.0,0.0,41025.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,56,141,263,1203,3,4,1402,23,1,349,681,612,1153,3,1079,1647,5,661,37,1,924,0,0,149,21,81,0
27.0,4,15.0,31.0,43.0,31.0,27.0,17.0,37.0,1.0,1.0,0.0,30.0,69,49,1804,147,3,4,1304,2,1,958,349,1652,547,2,311,664,8,300,33,3,246,0,2,363,4,776,0
0.0,5,0.0,11.0,4596.0,0.0,0.0,22.0,42.0,0.0,0.0,0.0,21.0,0,271,1158,1559,3,6,883,8,1,349,61,1431,33,13,836,409,1,124,0,0,1955,0,8,916,0,0,0
0.0,0,5.0,6.0,6281.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,6.0,0,8,0,0,3,4,608,44,1,349,951,0,306,2,961,0,4,21,37,3,0,0,8,0,29,605,0
0.0,45,1.0,3.0,31825.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,3.0,0,127,1680,1559,3,4,1560,8,1,154,1371,2023,255,13,1213,136,1,342,0,0,1049,5,1,916,0,0,0
1.0,567,117.0,14.0,141.0,43.0,1.0,42.0,42.0,1.0,1.0,0.0,42.0,0,299,687,1850,3,5,1475,23,1,878,292,1790,862,13,1251,1578,7,620,37,1,2106,0,8,1063,30,87,0
0.0,0,25.0,13.0,1529.0,22.0,27.0,23.0,52.0,0.0,5.0,0.0,16.0,45,47,663,22,36,4,1133,23,1,208,703,1584,213,2,71,853,8,397,180,1,91,0,10,124,30,831,0
0.0,-1,0.0,0.0,1663.0,9.0,3.0,8.0,28.0,0.0,2.0,0.0,0.0,0,300,2122,279,12,4,423,2,1,1538,1071,632,1169,3,708,224,8,420,37,1,1907,0,2,500,30,925,0
0.0,54,6.0,2.0,137075.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,156,39,1457,3,4,800,2,0,827,976,1275,355,13,910,455,0,247,0,0,2025,0,4,311,0,0,0
0.0,-1,0.0,0.0,35958.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0,309,2140,948,3,4,1169,2,1,349,638,1637,1117,3,385,1879,1,387,0,0,316,0,10,126,0,0,0
0.0,0,16.0,15.0,1755.0,69.0,1.0,25.0,70.0,0.0,1.0,0.0,15.0,0,93,1988,1457,15,6,1169,2,1,349,638,2013,1117,9,1001,1136,7,767,0,0,2,0,1,311,0,0,0
0.0,2,1.0,0.0,22161.0,972.0,1.0,6.0,835.0,0.0,1.0,0.0,4.0,0,127,789,552,15,0,321,23,1,349,980,437,1100,13,97,934,8,628,0,0,1399,0,1,916,0,0,0
0.0,0,5.0,0.0,743.0,29.0,52.0,23.0,192.0,0.0,5.0,0.0,0.0,0,35,2197,1584,3,4,846,2,1,1080,410,1578,397,3,1206,513,4,706,116,2,590,0,7,101,26,128,0
0.0,0,7.0,2.0,0.0,0.0,0.0,6.0,49.0,0.0,0.0,0.0,2.0,0,66,493,201,3,4,1745,16,0,349,1350,1594,846,15,1019,632,2,174,0,0,797,0,8,126,0,0,0
0.0,16,7.0,31.0,17.0,0.0,0.0,47.0,44.0,0.0,0.0,0.0,16.0,0,105,769,1197,3,6,422,23,1,349,249,896,198,2,586,1634,5,386,0,0,1962,0,8,513,0,0,0
0.0,240,0.0,4.0,4193.0,48.0,2.0,19.0,38.0,0.0,1.0,0.0,4.0,56,12,104,360,3,4,852,8,1,38,667,733,176,3,1103,906,7,268,202,2,955,0,0,332,20,59,0
0.0,1,1.0,0.0,1677.0,23.0,26.0,9.0,68.0,0.0,3.0,0.0,0.0,0,149,846,91,3,1,1113,2,1,940,127,532,60,13,158,1534,8,702,37,3,1028,0,1,332,29,275,0
0.0,0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,67,10,1395,1813,3,4,1141,2,0,349,290,1570,604,2,334,1582,2,314,0,0,38,0,3,986,0,0,0
4.0,50,8.0,11.0,2.0,7.0,8.0,11.0,41.0,1.0,2.0,0.0,7.0,30,288,2116,1328,3,4,1425,23,1,263,63,1522,907,13,186,901,8,58,91,3,961,5,7,1086,29,303,0
0.0,1,25.0,14.0,177.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,14.0,0,149,1051,336,3,5,235,23,1,349,1046,1312,965,0,766,78,1,702,37,2,428,0,0,1212,30,931,0
0.0,0,0.0,0.0,31609.0,557.0,0.0,19.0,140.0,0.0,0.0,0.0,0.0,0,116,1988,1457,3,4,1666,2,1,439,1235,2013,246,15,233,1136,8,181,0,0,2,0,0,311,0,0,0
2.0,12,60.0,23.0,38.0,23.0,2.0,23.0,23.0,1.0,1.0,0.0,23.0,26,157,1532,1009,3,5,317,2,1,529,1172,2038,945,2,1169,374,0,2,37,1,761,0,8,126,29,710,0
0.0,4,0.0,11.0,1363.0,123.0,4.0,34.0,316.0,0.0,4.0,0.0,11.0,38,50,1884,702,15,2,1791,15,1,558,989,1017,923,13,695,267,8,238,0,0,964,5,11,157,0,0,0
0.0,2,3.0,1.0,34702.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,5.0,107,137,1005,523,3,3,1136,2,1,702,1309,1967,1036,2,172,47,8,3,0,0,1813,0,0,605,0,0,0
1.0,966,156.0,1.0,67.0,2.0,2.0,27.0,31.0,1.0,2.0,0.0,2.0,0,47,523,598,3,0,105,16,1,1298,996,563,1046,19,756,2026,7,222,213,3,555,0,0,487,30,171,0
0.0,181,0.0,0.0,11756.0,348.0,1.0,24.0,173.0,0.0,1.0,0.0,7.0,45,2,1680,1559,3,4,425,8,1,349,194,2023,744,13,750,136,7,129,0,0,1049,0,0,916,0,0,0
2.0,0,1.0,3.0,14.0,5.0,2.0,3.0,3.0,1.0,1.0,0.0,2.0,45,281,0,0,36,4,983,2,1,349,632,0,641,3,203,0,8,423,0,0,0,0,1,0,0,0,0
0.0,823,5.0,0.0,43768.0,0.0,0.0,29.0,70.0,0.0,0.0,0.0,19.0,0,13,1680,1559,1,4,907,28,1,349,1030,2023,943,13,928,136,7,142,0,0,1049,5,8,916,0,0,0
3.0,869,3.0,13.0,0.0,0.0,5.0,0.0,377.0,1.0,2.0,1.0,0.0,0,66,0,0,3,4,171,2,1,982,845,0,257,2,119,0,4,113,0,0,0,0,1,0,0,0,0
0.0,0,5.0,3.0,26392.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,4.0,37,197,1680,1559,3,6,1047,8,1,349,774,2023,63,13,323,136,1,552,0,0,1049,0,1,916,0,0,0
2.0,0,3.0,3.0,259.0,12.0,2.0,12.0,12.0,1.0,1.0,0.0,3.0,37,206,6,1890,3,4,866,23,1,662,175,439,338,13,752,883,0,467,37,1,574,0,1,995,4,578,0
0.0,2255,1.0,0.0,5051.0,90.0,1.0,6.0,37.0,0.0,1.0,0.0,1.0,0,66,1960,795,12,6,745,2,1,349,833,998,1047,2,396,2081,7,697,0,0,2147,0,10,939,0,0,0
1.0,625,7.0,11.0,72.0,14.0,14.0,13.0,79.0,1.0,4.0,0.0,14.0,26,68,23,759,3,5,1021,2,1,633,1040,144,1113,2,1236,804,3,246,37,2,1675,0,0,1133,1,755,0
1.0,0,5.0,16.0,21.0,30.0,11.0,21.0,167.0,1.0,4.0,0.0,14.0,26,127,1158,1559,15,4,1350,23,1,670,810,1431,555,2,1249,409,8,628,0,0,1955,0,1,916,0,0,0
0.0,1,0.0,0.0,18714.0,57.0,4.0,0.0,57.0,0.0,1.0,0.0,0.0,11,218,215,1843,15,5,1894,1,1,705,151,887,1115,3,713,5,8,754,0,0,298,0,0,939,0,0,0
0.0,131,0.0,2.0,3417.0,76.0,11.0,2.0,62.0,0.0,6.0,0.0,2.0,45,117,2312,404,1,1,146,39,1,754,16,1595,877,2,480,94,8,707,0,0,1983,0,0,1203,0,0,0
3.0,66,2.0,4.0,1.0,0.0,3.0,4.0,4.0,1.0,1.0,0.0,0.0,0,271,1654,1559,3,4,1200,2,1,349,848,1468,1012,2,741,1167,0,124,0,0,1845,5,0,916,0,0,0
0.0,0,0.0,0.0,9197.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,37,111,371,1410,15,4,1407,16,1,1465,126,1018,895,2,78,1875,1,578,37,2,634,3,10,874,20,685,0
0.0,188,4.0,5.0,1556.0,57.0,10.0,6.0,73.0,0.0,3.0,0.0,6.0,0,66,1564,795,3,4,1345,23,1,979,1188,2215,186,2,19,2081,4,697,0,0,2147,5,2,939,0,0,0
0.0,-1,0.0,0.0,231.0,3.0,11.0,0.0,6.0,0.0,3.0,0.0,0.0,37,66,24,1854,3,3,990,2,1,325,534,559,799,13,621,268,8,390,0,0,1168,0,0,934,0,0,0
0.0,94,12.0,2.0,5919.0,44.0,1.0,2.0,43.0,0.0,1.0,0.0,2.0,0,12,1391,1067,3,4,414,2,1,1321,1154,370,81,2,285,550,7,268,37,3,1482,5,1,970,29,374,0
0.0,2,81.0,20.0,14539.0,0.0,0.0,21.0,32.0,0.0,0.0,0.0,20.0,37,12,1630,1009,3,0,183,2,1,349,177,1952,124,3,1107,1679,1,298,280,2,879,0,0,126,29,703,0
0.0,0,42.0,8.0,34551.0,64.0,0.0,39.0,59.0,0.0,0.0,0.0,8.0,45,111,1241,754,3,6,545,2,1,456,1371,431,255,2,78,1847,7,578,37,3,233,0,2,332,20,275,0
